ID,Segment
TEST_49451,D
TEST_49461,D
TEST_49466,C
TEST_49475,D
TEST_49476,D
TEST_49478,D
TEST_49483,C
TEST_49484,D
TEST_49488,D
TEST_49490,D
TEST_49494,C
TEST_49503,C
TEST_49504,D
TEST_49510,D
TEST_49514,D
TEST_49528,D
TEST_49529,C
TEST_49534,D
TEST_49546,D
TEST_49552,D
TEST_49553,D
TEST_49565,D
TEST_49572,D
TEST_49581,D
TEST_49582,D
TEST_49583,C
TEST_49596,D
TEST_49599,D
TEST_49607,D
TEST_49608,D
TEST_49614,D
TEST_49621,D
TEST_49625,C
TEST_49628,C
TEST_49635,D
TEST_49646,D
TEST_49651,D
TEST_49656,C
TEST_49658,D
TEST_49672,D
TEST_49675,D
TEST_49680,C
TEST_49682,D
TEST_49689,D
TEST_49695,D
TEST_49701,D
TEST_49705,D
TEST_49711,C
TEST_49719,D
TEST_49725,C
TEST_49741,C
TEST_49742,D
TEST_49744,D
TEST_49748,D
TEST_49762,D
TEST_49769,D
TEST_49770,D
TEST_49775,D
TEST_49778,C
TEST_49784,D
TEST_49786,D
TEST_49789,D
TEST_49790,D
TEST_49792,D
TEST_49793,D
TEST_49808,D
TEST_49809,D
TEST_49813,D
TEST_49814,D
TEST_49823,C
TEST_49828,C
TEST_49833,D
TEST_49835,C
TEST_49848,D
TEST_49852,C
TEST_49858,D
TEST_49873,D
TEST_49878,D
TEST_49893,D
TEST_49895,C
TEST_49897,D
TEST_49898,D
TEST_49906,D
TEST_49908,C
TEST_49913,C
TEST_49917,D
TEST_49921,C
TEST_49927,D
TEST_49939,C
TEST_49941,C
TEST_49963,C
TEST_49965,D
TEST_49967,D
TEST_49970,D
TEST_49972,C
TEST_49973,C
TEST_49974,D
TEST_49975,D
TEST_49984,D
TEST_49986,D
TEST_49990,C
TEST_50001,D
TEST_50010,D
TEST_50012,D
TEST_50016,D
TEST_50027,D
TEST_50029,D
TEST_50031,D
TEST_50037,D
TEST_50043,D
TEST_50046,C
TEST_50048,D
TEST_50052,C
TEST_50059,D
TEST_50062,D
TEST_50064,C
TEST_50065,C
TEST_50067,D
TEST_50068,D
TEST_50078,C
TEST_50088,D
TEST_50097,C
TEST_50107,D
TEST_50141,C
TEST_50145,D
TEST_50147,D
TEST_50149,D
TEST_50152,D
TEST_50154,D
TEST_50157,C
TEST_50161,D
TEST_50170,D
TEST_50180,D
TEST_50183,D
TEST_50186,D
TEST_50191,D
TEST_50208,C
TEST_50212,C
TEST_50215,D
TEST_50218,D
TEST_50224,D
TEST_50225,C
TEST_50226,D
TEST_50234,D
TEST_50250,D
TEST_50263,D
TEST_50272,D
TEST_50275,C
TEST_50288,D
TEST_50289,D
TEST_50297,D
TEST_50299,D
TEST_50307,D
TEST_50315,D
TEST_50318,D
TEST_50327,D
TEST_50329,C
TEST_50342,D
TEST_50353,C
TEST_50358,D
TEST_50365,D
TEST_50373,D
TEST_50378,C
TEST_50380,D
TEST_50381,D
TEST_50383,C
TEST_50390,C
TEST_50393,C
TEST_50394,D
TEST_50413,C
TEST_50421,D
TEST_50429,C
TEST_50436,C
TEST_50444,C
TEST_50447,D
TEST_50454,C
TEST_50460,D
TEST_50464,C
TEST_50478,C
TEST_50480,C
TEST_50486,C
TEST_50489,C
TEST_50498,C
TEST_50499,C
TEST_50508,D
TEST_50529,D
TEST_50541,D
TEST_50546,C
TEST_50547,C
TEST_50584,D
TEST_50586,D
TEST_50596,D
TEST_50601,D
TEST_50603,C
TEST_50607,D
TEST_50624,C
TEST_50630,D
TEST_50633,D
TEST_50635,D
TEST_50641,D
TEST_50643,D
TEST_50645,D
TEST_50655,C
TEST_50661,D
TEST_50663,D
TEST_50670,D
TEST_50680,D
TEST_50683,D
TEST_50693,C
TEST_50699,C
TEST_50702,C
TEST_50708,D
TEST_50723,C
TEST_50732,D
TEST_50738,D
TEST_50739,D
TEST_50745,D
TEST_50748,D
TEST_50760,C
TEST_50761,D
TEST_50762,D
TEST_50774,D
TEST_50783,D
TEST_50788,D
TEST_50795,D
TEST_50803,D
TEST_50807,D
TEST_50815,D
TEST_50829,D
TEST_50833,D
TEST_50835,D
TEST_50840,D
TEST_50845,D
TEST_50858,D
TEST_50866,D
TEST_50870,D
TEST_50871,C
TEST_50878,C
TEST_50882,C
TEST_50886,D
TEST_50899,C
TEST_50900,C
TEST_50905,D
TEST_50923,D
TEST_50938,D
TEST_50941,C
TEST_50945,C
TEST_50952,C
TEST_50953,D
TEST_50967,C
TEST_50971,D
TEST_50979,C
TEST_50980,C
TEST_50981,C
TEST_50986,D
TEST_50989,D
TEST_50992,C
TEST_51000,D
TEST_51007,D
TEST_51023,C
TEST_51024,D
TEST_51026,D
TEST_51046,C
TEST_51049,C
TEST_51055,C
TEST_51073,C
TEST_51086,C
TEST_51087,D
TEST_51090,D
TEST_51093,D
TEST_51103,C
TEST_51104,D
TEST_51106,D
TEST_51109,D
TEST_51129,D
TEST_51137,C
TEST_51139,C
TEST_51150,D
TEST_51152,D
TEST_51158,D
TEST_51167,D
TEST_51178,C
TEST_51193,C
TEST_51203,D
TEST_51204,C
TEST_51206,D
TEST_51212,C
TEST_51223,D
TEST_51226,D
TEST_51227,D
TEST_51232,C
TEST_51236,D
TEST_51238,C
TEST_51239,D
TEST_51247,C
TEST_51252,D
TEST_51254,D
TEST_51256,C
TEST_51275,D
TEST_51278,D
TEST_51279,D
TEST_51280,D
TEST_51284,D
TEST_51287,D
TEST_51294,C
TEST_51301,D
TEST_51302,D
TEST_51309,C
TEST_51312,D
TEST_51315,C
TEST_51317,D
TEST_51326,D
TEST_51327,C
TEST_51332,D
TEST_51341,D
TEST_51349,D
TEST_51356,D
TEST_51362,D
TEST_51363,D
TEST_51375,D
TEST_51385,D
TEST_51390,D
TEST_51407,D
TEST_51413,C
TEST_51415,D
TEST_51427,D
TEST_51429,D
TEST_51441,D
TEST_51442,D
TEST_51446,C
TEST_51462,C
TEST_51471,C
TEST_51482,D
TEST_51489,D
TEST_51490,D
TEST_51496,C
TEST_51501,C
TEST_51513,D
TEST_51529,D
TEST_51538,D
TEST_51543,D
TEST_51548,D
TEST_51550,D
TEST_51552,C
TEST_51559,D
TEST_51560,D
TEST_51561,C
TEST_51576,D
TEST_51584,D
TEST_51585,D
TEST_51592,D
TEST_51594,D
TEST_51597,D
TEST_51607,D
TEST_51614,C
TEST_51621,D
TEST_51626,D
TEST_51631,D
TEST_51638,D
TEST_51639,C
TEST_51651,D
TEST_51653,D
TEST_51654,D
TEST_51657,C
TEST_51658,C
TEST_51664,C
TEST_51666,D
TEST_51671,D
TEST_51678,D
TEST_51683,D
TEST_51694,D
TEST_51702,D
TEST_51706,C
TEST_51710,D
TEST_51718,C
TEST_51722,D
TEST_51730,C
TEST_51734,D
TEST_51749,C
TEST_51760,D
TEST_51777,D
TEST_51782,D
TEST_51787,D
TEST_51788,D
TEST_51790,D
TEST_51792,D
TEST_51795,D
TEST_51800,D
TEST_51812,D
TEST_51826,D
TEST_51827,D
TEST_51829,C
TEST_51843,C
TEST_51845,D
TEST_51857,C
TEST_51860,D
TEST_51861,D
TEST_51865,D
TEST_51874,C
TEST_51880,D
TEST_51899,C
TEST_51901,D
TEST_51906,D
TEST_51909,C
TEST_51920,C
TEST_51922,D
TEST_51927,D
TEST_51932,D
TEST_51938,D
TEST_51942,D
TEST_51956,D
TEST_51961,D
TEST_51963,D
TEST_51966,D
TEST_51968,D
TEST_51972,D
TEST_51973,C
TEST_51975,D
TEST_52000,C
TEST_52006,D
TEST_52010,C
TEST_52013,D
TEST_52018,D
TEST_52026,D
TEST_52043,D
TEST_52044,C
TEST_52054,D
TEST_52055,D
TEST_52059,C
TEST_52060,D
TEST_52077,D
TEST_52087,D
TEST_52093,D
TEST_52105,D
TEST_52110,C
TEST_52112,C
TEST_52114,D
TEST_52126,D
TEST_52136,D
TEST_52146,C
TEST_52147,D
TEST_52151,D
TEST_52153,D
TEST_52154,D
TEST_52156,D
TEST_52180,D
TEST_52186,D
TEST_52187,D
TEST_52189,D
TEST_52196,D
TEST_52215,C
TEST_52224,C
TEST_52235,D
TEST_52237,C
TEST_52240,D
TEST_52242,D
TEST_52250,D
TEST_52256,C
TEST_52257,D
TEST_52261,C
TEST_52274,C
TEST_52275,D
TEST_52277,D
TEST_52281,D
TEST_52282,D
TEST_52288,D
TEST_52289,C
TEST_52290,D
TEST_52309,D
TEST_52321,C
TEST_52327,C
TEST_52331,C
TEST_52333,D
TEST_52349,D
TEST_52358,D
TEST_52381,D
TEST_52404,C
TEST_52405,D
TEST_52408,C
TEST_52420,D
TEST_52428,D
TEST_52429,C
TEST_52439,C
TEST_52442,D
TEST_52448,D
TEST_52453,C
TEST_52462,C
TEST_52469,D
TEST_52471,D
TEST_52474,C
TEST_52476,C
TEST_52487,C
TEST_52488,C
TEST_52494,D
TEST_52495,D
TEST_52502,D
TEST_52503,D
TEST_52508,C
TEST_52516,D
TEST_52519,D
TEST_52526,C
TEST_52538,D
TEST_52541,D
TEST_52546,D
TEST_52549,D
TEST_52550,D
TEST_52557,D
TEST_52569,D
TEST_52574,D
TEST_52578,D
TEST_52583,C
TEST_52584,D
TEST_52586,D
TEST_52587,D
TEST_52588,C
TEST_52603,C
TEST_52607,D
TEST_52620,D
TEST_52625,D
TEST_52627,C
TEST_52632,D
TEST_52635,D
TEST_52638,D
TEST_52642,D
TEST_52643,D
TEST_52646,D
TEST_52650,D
TEST_52657,D
TEST_52661,D
TEST_52667,D
TEST_52673,D
TEST_52678,D
TEST_52681,C
TEST_52685,D
TEST_52692,C
TEST_52698,D
TEST_52709,C
TEST_52712,D
TEST_52717,D
TEST_52720,C
TEST_52728,D
TEST_52735,D
TEST_52740,D
TEST_52744,D
TEST_52748,D
TEST_52752,D
TEST_52755,C
TEST_52762,D
TEST_52768,D
TEST_52774,C
TEST_52776,D
TEST_52784,D
TEST_52790,D
TEST_52798,C
TEST_52803,C
TEST_52806,D
TEST_52810,D
TEST_52830,D
TEST_52833,D
TEST_52842,D
TEST_52846,C
TEST_52848,C
TEST_52851,D
TEST_52858,D
TEST_52865,D
TEST_52880,D
TEST_52882,C
TEST_52888,D
TEST_52897,D
TEST_52903,C
TEST_52916,D
TEST_52924,D
TEST_52932,D
TEST_52939,C
TEST_52941,C
TEST_52954,D
TEST_52956,D
TEST_52960,C
TEST_52966,D
TEST_52976,D
TEST_52981,D
TEST_52984,D
TEST_52985,C
TEST_52994,D
TEST_53004,D
TEST_53017,D
TEST_53025,D
TEST_53027,C
TEST_53028,D
TEST_53032,C
TEST_53036,D
TEST_53037,D
TEST_53046,C
TEST_53057,D
TEST_53066,D
TEST_53080,D
TEST_53100,D
TEST_53109,C
TEST_53111,D
TEST_53112,D
TEST_53131,C
TEST_53133,C
TEST_53134,D
TEST_53141,D
TEST_53170,C
TEST_53189,D
TEST_53196,C
TEST_53207,D
TEST_53213,C
TEST_53218,C
TEST_53228,D
TEST_53237,D
TEST_53248,D
TEST_53254,D
TEST_53258,C
TEST_53260,D
TEST_53266,D
TEST_53274,C
TEST_53276,D
TEST_53281,D
TEST_53293,C
TEST_53307,C
TEST_53316,D
TEST_53327,D
TEST_53329,C
TEST_53330,D
TEST_53338,D
TEST_53344,D
TEST_53347,D
TEST_53348,C
TEST_53354,D
TEST_53360,D
TEST_53361,D
TEST_53364,D
TEST_53377,C
TEST_53379,D
TEST_53384,D
TEST_53386,D
TEST_53389,C
TEST_53390,D
TEST_53418,D
TEST_53426,D
TEST_53435,C
TEST_53462,D
TEST_53463,C
TEST_53465,C
TEST_53476,D
TEST_53485,C
TEST_53487,D
TEST_53491,D
TEST_53497,D
TEST_53498,D
TEST_53500,D
TEST_53503,C
TEST_53504,D
TEST_53511,D
TEST_53515,D
TEST_53520,D
TEST_53524,D
TEST_53525,C
TEST_53527,D
TEST_53531,D
TEST_53535,D
TEST_53543,D
TEST_53546,C
TEST_53548,C
TEST_53553,D
TEST_53557,D
TEST_53558,C
TEST_53566,D
TEST_53570,D
TEST_53576,C
TEST_53583,C
TEST_53587,D
TEST_53589,C
TEST_53597,D
TEST_53599,D
TEST_53600,D
TEST_53601,D
TEST_53605,D
TEST_53606,D
TEST_53614,C
TEST_53615,D
TEST_53617,D
TEST_53619,D
TEST_53624,C
TEST_53625,D
TEST_53647,C
TEST_53668,D
TEST_53671,D
TEST_53683,D
TEST_53686,D
TEST_53687,D
TEST_53688,D
TEST_53689,D
TEST_53698,D
TEST_53703,D
TEST_53708,D
TEST_53712,D
TEST_53721,C
TEST_53730,D
TEST_53737,C
TEST_53752,D
TEST_53770,D
TEST_53771,D
TEST_53790,C
TEST_53800,D
TEST_53809,D
TEST_53818,D
TEST_53826,D
TEST_53834,D
TEST_53847,C
TEST_53853,D
TEST_53859,D
TEST_53862,D
TEST_53888,C
TEST_53889,D
TEST_53893,D
TEST_53899,D
TEST_53901,C
TEST_53908,D
TEST_53917,D
TEST_53918,C
TEST_53920,D
TEST_53922,D
TEST_53924,C
TEST_53926,C
TEST_53932,D
TEST_53937,C
TEST_53947,D
TEST_53949,D
TEST_53951,D
TEST_53952,D
TEST_53954,D
TEST_53957,D
TEST_53961,D
TEST_53973,C
TEST_53975,D
TEST_53982,C
TEST_53989,C
TEST_53995,D
TEST_53997,C
TEST_54005,D
TEST_54014,D
TEST_54021,D
TEST_54031,D
TEST_54032,D
TEST_54038,D
TEST_54043,C
TEST_54052,D
TEST_54060,D
TEST_54075,D
TEST_54083,C
TEST_54109,C
TEST_54112,D
TEST_54117,D
TEST_54118,D
TEST_54131,D
TEST_54132,D
TEST_54136,D
TEST_54147,C
TEST_54148,D
TEST_54150,D
TEST_54153,D
TEST_54155,D
TEST_54176,D
TEST_54193,D
TEST_54197,D
TEST_54204,D
TEST_54206,D
TEST_54208,D
TEST_54209,D
TEST_54217,D
TEST_54222,C
TEST_54235,D
TEST_54237,D
TEST_54268,D
TEST_54274,C
TEST_54285,D
TEST_54286,C
TEST_54298,D
TEST_54301,D
TEST_54327,D
TEST_54337,D
TEST_54339,D
TEST_54340,D
TEST_54342,D
TEST_54358,D
TEST_54366,D
TEST_54375,D
TEST_54380,C
TEST_54384,D
TEST_54390,D
TEST_54397,D
TEST_54401,C
TEST_54411,D
TEST_54412,D
TEST_54413,D
TEST_54427,D
TEST_54430,C
TEST_54433,D
TEST_54445,C
TEST_54450,D
TEST_54452,D
TEST_54475,C
TEST_54477,D
TEST_54479,D
TEST_54482,D
TEST_54517,D
TEST_54525,C
TEST_54532,C
TEST_54545,D
TEST_54562,D
TEST_54568,D
TEST_54569,D
TEST_54573,C
TEST_54575,D
TEST_54577,D
TEST_54583,D
TEST_54587,D
TEST_54589,C
TEST_54593,D
TEST_54602,D
TEST_54609,D
TEST_54611,D
TEST_54614,D
TEST_54619,D
TEST_54622,C
TEST_54623,D
TEST_54627,D
TEST_54632,C
TEST_54636,D
TEST_54637,D
TEST_54640,D
TEST_54643,D
TEST_54645,C
TEST_54648,D
TEST_54649,D
TEST_54652,D
TEST_54658,D
TEST_54659,D
TEST_54675,D
TEST_54680,D
TEST_54687,D
TEST_54692,D
TEST_54701,D
TEST_54702,D
TEST_54706,D
TEST_54712,D
TEST_54719,C
TEST_54721,C
TEST_54722,C
TEST_54723,D
TEST_54733,D
TEST_54734,C
TEST_54742,D
TEST_54746,C
TEST_54747,D
TEST_54748,D
TEST_54758,D
TEST_54759,C
TEST_54768,C
TEST_54771,D
TEST_54782,D
TEST_54803,D
TEST_54808,D
TEST_54826,D
TEST_54829,D
TEST_54834,C
TEST_54840,D
TEST_54846,D
TEST_54859,D
TEST_54861,C
TEST_54868,D
TEST_54872,C
TEST_54873,D
TEST_54885,D
TEST_54895,D
TEST_54900,D
TEST_54915,D
TEST_54916,C
TEST_54921,D
TEST_54923,D
TEST_54928,C
TEST_54950,D
TEST_54955,D
TEST_54969,D
TEST_54972,D
TEST_54980,C
TEST_54981,D
TEST_55000,D
TEST_55018,D
TEST_55019,D
TEST_55033,D
TEST_55036,C
TEST_55052,D
TEST_55059,D
TEST_55062,C
TEST_55081,D
TEST_55087,C
TEST_55090,D
TEST_55095,D
TEST_55099,D
TEST_55111,D
TEST_55119,C
TEST_55122,D
TEST_55125,D
TEST_55130,D
TEST_55147,D
TEST_55158,C
TEST_55182,D
TEST_55196,D
TEST_55200,C
TEST_55208,D
TEST_55215,D
TEST_55217,D
TEST_55219,C
TEST_55223,D
TEST_55224,D
TEST_55227,C
TEST_55228,C
TEST_55234,D
TEST_55239,D
TEST_55242,D
TEST_55250,D
TEST_55259,C
TEST_55260,D
TEST_55271,D
TEST_55277,D
TEST_55288,D
TEST_55334,D
TEST_55337,C
TEST_55338,C
TEST_55347,D
TEST_55350,D
TEST_55355,C
TEST_55356,D
TEST_55358,D
TEST_55364,D
TEST_55377,D
TEST_55380,D
TEST_55388,C
TEST_55420,C
TEST_55434,D
TEST_55443,D
TEST_55451,D
TEST_55454,D
TEST_55458,D
TEST_55465,D
TEST_55472,D
TEST_55481,D
TEST_55487,D
TEST_55496,D
TEST_55500,D
TEST_55508,D
TEST_55519,D
TEST_55521,D
TEST_55538,D
TEST_55539,D
TEST_55542,D
TEST_55547,D
TEST_55551,D
TEST_55552,D
TEST_55559,D
TEST_55561,D
TEST_55577,D
TEST_55584,D
TEST_55585,D
TEST_55593,D
TEST_55594,D
TEST_55598,D
TEST_55611,D
TEST_55629,D
TEST_55639,D
TEST_55641,D
TEST_55642,C
TEST_55643,D
TEST_55651,D
TEST_55652,D
TEST_55659,D
TEST_55663,D
TEST_55671,D
TEST_55682,D
TEST_55683,C
TEST_55697,D
TEST_55711,D
TEST_55718,C
TEST_55723,D
TEST_55726,D
TEST_55727,D
TEST_55734,D
TEST_55735,D
TEST_55736,D
TEST_55741,D
TEST_55757,D
TEST_55762,C
TEST_55783,D
TEST_55788,D
TEST_55794,D
TEST_55795,D
TEST_55800,C
TEST_55802,D
TEST_55812,C
TEST_55830,D
TEST_55841,C
TEST_55842,C
TEST_55844,D
TEST_55847,C
TEST_55852,D
TEST_55861,D
TEST_55866,D
TEST_55867,C
TEST_55871,D
TEST_55872,D
TEST_55877,C
TEST_55910,C
TEST_55914,C
TEST_55917,C
TEST_55920,D
TEST_55921,C
TEST_55925,D
TEST_55927,D
TEST_55935,C
TEST_55937,D
TEST_55942,D
TEST_55952,D
TEST_55960,D
TEST_55977,D
TEST_55988,C
TEST_55991,C
TEST_55996,D
TEST_56005,C
TEST_56006,D
TEST_56010,C
TEST_56011,D
TEST_56020,D
TEST_56024,C
TEST_56029,C
TEST_56040,C
TEST_56049,D
TEST_56068,D
TEST_56070,D
TEST_56072,D
TEST_56081,D
TEST_56086,D
TEST_56088,D
TEST_56096,D
TEST_56115,D
TEST_56121,D
TEST_56129,C
TEST_56140,D
TEST_56144,C
TEST_56145,D
TEST_56146,D
TEST_56155,D
TEST_56156,D
TEST_56159,D
TEST_56163,D
TEST_56170,D
TEST_56173,C
TEST_56178,D
TEST_56179,D
TEST_56181,D
TEST_56193,C
TEST_56202,C
TEST_56207,D
TEST_56209,D
TEST_56215,D
TEST_56221,D
TEST_56223,D
TEST_56229,C
TEST_56233,D
TEST_56234,D
TEST_56237,D
TEST_56239,D
TEST_56246,C
TEST_56260,D
TEST_56265,C
TEST_56266,D
TEST_56268,C
TEST_56273,D
TEST_56275,D
TEST_56287,C
TEST_56291,C
TEST_56295,D
TEST_56301,C
TEST_56304,D
TEST_56307,D
TEST_56324,D
TEST_56326,D
TEST_56333,D
TEST_56340,D
TEST_56343,D
TEST_56347,D
TEST_56374,D
TEST_56382,D
TEST_56404,D
TEST_56406,D
TEST_56423,D
TEST_56424,D
TEST_56434,C
TEST_56439,D
TEST_56444,D
TEST_56445,D
TEST_56447,C
TEST_56462,D
TEST_56469,D
TEST_56473,D
TEST_56477,D
TEST_56490,D
TEST_56491,C
TEST_56502,C
TEST_56504,C
TEST_56505,C
TEST_56506,C
TEST_56511,D
TEST_56514,C
TEST_56519,D
TEST_56531,D
TEST_56532,D
TEST_56550,D
TEST_56587,D
TEST_56595,D
TEST_56597,D
TEST_56602,D
TEST_56603,D
TEST_56605,D
TEST_56609,D
TEST_56617,C
TEST_56620,D
TEST_56622,D
TEST_56633,D
TEST_56636,D
TEST_56656,D
TEST_56657,D
TEST_56663,D
TEST_56674,D
TEST_56675,D
TEST_56677,D
TEST_56681,C
TEST_56690,D
TEST_56699,D
TEST_56701,D
TEST_56703,D
TEST_56704,D
TEST_56706,C
TEST_56718,D
TEST_56720,C
TEST_56734,D
TEST_56735,D
TEST_56741,C
TEST_56751,D
TEST_56755,D
TEST_56763,D
TEST_56766,C
TEST_56780,D
TEST_56795,D
TEST_56814,C
TEST_56819,D
TEST_56824,D
TEST_56830,D
TEST_56835,C
TEST_56837,D
TEST_56838,D
TEST_56840,D
TEST_56846,D
TEST_56848,D
TEST_56855,D
TEST_56856,C
TEST_56862,D
TEST_56870,D
TEST_56875,D
TEST_56880,D
TEST_56888,D
TEST_56895,D
TEST_56898,D
TEST_56900,C
TEST_56902,D
TEST_56916,D
TEST_56924,D
TEST_56941,D
TEST_56943,D
TEST_56947,D
TEST_56948,D
TEST_56954,C
TEST_56963,D
TEST_56964,D
TEST_56977,D
TEST_56978,D
TEST_56979,D
TEST_56989,D
TEST_56996,C
TEST_57002,D
TEST_57004,D
TEST_57010,C
TEST_57023,D
TEST_57033,D
TEST_57034,D
TEST_57035,D
TEST_57044,D
TEST_57054,C
TEST_57061,C
TEST_57067,C
TEST_57069,C
TEST_57081,D
TEST_57085,D
TEST_57091,D
TEST_57092,D
TEST_57097,D
TEST_57098,D
TEST_57100,D
TEST_57120,D
TEST_57131,D
TEST_57136,C
TEST_57152,D
TEST_57154,D
TEST_57160,D
TEST_57175,D
TEST_57180,C
TEST_57181,C
TEST_57192,C
TEST_57200,D
TEST_57210,D
TEST_57216,C
TEST_57217,D
TEST_57242,D
TEST_57245,C
TEST_57248,D
TEST_57254,D
TEST_57255,D
TEST_57271,D
TEST_57274,D
TEST_57275,D
TEST_57276,C
TEST_57283,D
TEST_57290,C
TEST_57292,D
TEST_57297,C
TEST_57303,C
TEST_57304,C
TEST_57312,C
TEST_57324,D
TEST_57328,D
TEST_57329,D
TEST_57330,D
TEST_57340,D
TEST_57349,D
TEST_57373,C
TEST_57381,D
TEST_57386,D
TEST_57394,D
TEST_57403,C
TEST_57409,D
TEST_57422,D
TEST_57426,C
TEST_57429,D
TEST_57431,D
TEST_57446,D
TEST_57454,D
TEST_57460,C
TEST_57469,C
TEST_57473,D
TEST_57480,D
TEST_57492,C
TEST_57514,D
TEST_57516,D
TEST_57517,D
TEST_57519,D
TEST_57536,D
TEST_57538,C
TEST_57543,D
TEST_57549,D
TEST_57561,D
TEST_57562,D
TEST_57568,D
TEST_57572,D
TEST_57575,D
TEST_57577,C
TEST_57589,D
TEST_57592,D
TEST_57594,C
TEST_57602,D
TEST_57605,D
TEST_57611,D
TEST_57612,D
TEST_57627,C
TEST_57631,D
TEST_57645,D
TEST_57647,D
TEST_57657,D
TEST_57658,C
TEST_57659,D
TEST_57673,D
TEST_57679,D
TEST_57688,C
TEST_57690,D
TEST_57695,D
TEST_57699,D
TEST_57700,D
TEST_57701,D
TEST_57713,D
TEST_57722,D
TEST_57729,D
TEST_57733,C
TEST_57739,D
TEST_57753,D
TEST_57757,D
TEST_57766,C
TEST_57767,D
TEST_57774,D
TEST_57782,C
TEST_57789,D
TEST_57793,C
TEST_57795,D
TEST_57799,D
TEST_57804,D
TEST_57806,D
TEST_57816,D
TEST_57817,D
TEST_57824,D
TEST_57825,C
TEST_57835,D
TEST_57836,D
TEST_57845,C
TEST_57865,D
TEST_57869,C
TEST_57870,D
TEST_57874,C
TEST_57875,C
TEST_57891,D
TEST_57897,D
TEST_57902,D
TEST_57907,D
TEST_57928,C
TEST_57934,C
TEST_57962,D
TEST_57963,D
TEST_57964,C
TEST_57967,D
TEST_57970,C
TEST_57973,D
TEST_57988,D
TEST_57990,C
TEST_58000,D
TEST_58002,D
TEST_58009,D
TEST_58013,D
TEST_58018,D
TEST_58029,C
TEST_58031,D
TEST_58032,D
TEST_58033,D
TEST_58043,D
TEST_58046,C
TEST_58048,D
TEST_58049,D
TEST_58058,D
TEST_58062,C
TEST_58075,D
TEST_58080,D
TEST_58096,D
TEST_58098,C
TEST_58102,D
TEST_58109,C
TEST_58110,D
TEST_58112,D
TEST_58114,D
TEST_58119,D
TEST_58123,D
TEST_58127,D
TEST_58135,C
TEST_58145,D
TEST_58148,D
TEST_58156,C
TEST_58166,D
TEST_58167,C
TEST_58174,D
TEST_58176,D
TEST_58198,D
TEST_58213,D
TEST_58226,D
TEST_58234,D
TEST_58237,D
TEST_58239,C
TEST_58241,D
TEST_58242,D
TEST_58262,D
TEST_58272,C
TEST_58280,D
TEST_58282,D
TEST_58285,C
TEST_58286,D
TEST_58289,D
TEST_58293,D
TEST_58298,C
TEST_58301,D
TEST_58310,D
TEST_58323,D
TEST_58338,D
TEST_58348,D
TEST_58352,D
TEST_58370,D
TEST_58373,C
TEST_58378,D
TEST_58379,D
TEST_58397,C
TEST_58408,D
TEST_58410,D
TEST_58415,D
TEST_58416,C
TEST_58425,D
TEST_58426,D
TEST_58430,D
TEST_58431,C
TEST_58444,D
TEST_58447,D
TEST_58450,C
TEST_58451,C
TEST_58455,D
TEST_58459,D
TEST_58469,D
TEST_58478,D
TEST_58483,D
TEST_58486,C
TEST_58496,D
TEST_58497,D
TEST_58514,D
TEST_58529,D
TEST_58530,D
TEST_58537,C
TEST_58542,D
TEST_58545,D
TEST_58546,C
TEST_58564,C
TEST_58568,C
TEST_58580,D
TEST_58595,D
TEST_58598,D
TEST_58599,D
TEST_58602,D
TEST_58605,C
TEST_58607,D
TEST_58609,D
TEST_58617,D
TEST_58623,C
TEST_58638,D
TEST_58642,C
TEST_58648,D
TEST_58649,D
TEST_58650,C
TEST_58660,C
TEST_58664,D
TEST_58667,D
TEST_58674,D
TEST_58675,C
TEST_58682,D
TEST_58696,D
TEST_58703,C
TEST_58704,C
TEST_58716,D
TEST_58731,D
TEST_58734,D
TEST_58735,D
TEST_58746,D
TEST_58750,D
TEST_58753,D
TEST_58757,D
TEST_58772,D
TEST_58776,D
TEST_58783,C
TEST_58790,D
TEST_58807,D
TEST_58811,C
TEST_58815,D
TEST_58817,C
TEST_58818,C
TEST_58820,C
TEST_58824,C
TEST_58831,C
TEST_58838,C
TEST_58855,D
TEST_58858,D
TEST_58860,D
TEST_58865,C
TEST_58867,D
TEST_58868,D
TEST_58874,D
TEST_58884,D
TEST_58890,D
TEST_58905,D
TEST_58908,D
TEST_58909,D
TEST_58911,D
TEST_58918,D
TEST_58920,D
TEST_58924,D
TEST_58943,C
TEST_58944,D
TEST_58953,D
TEST_58954,D
TEST_58957,D
TEST_58960,D
TEST_58966,D
TEST_58982,C
TEST_58989,C
TEST_58990,D
TEST_58993,D
TEST_58994,D
TEST_58995,D
TEST_58997,D
TEST_59002,D
TEST_59011,D
TEST_59013,D
TEST_59019,D
TEST_59025,D
TEST_59029,C
TEST_59031,D
TEST_59058,D
TEST_59060,D
TEST_59078,D
TEST_59079,D
TEST_59080,D
TEST_59091,D
TEST_59093,D
TEST_59095,D
TEST_59099,D
TEST_59113,C
TEST_59119,C
TEST_59120,C
TEST_59131,D
TEST_59143,C
TEST_59149,C
TEST_59154,C
TEST_59157,D
TEST_59161,D
TEST_59168,D
TEST_59173,D
TEST_59177,D
TEST_59183,D
TEST_59194,D
TEST_59203,D
TEST_59204,D
TEST_59225,C
TEST_59233,D
TEST_59234,D
TEST_59239,D
TEST_59240,C
TEST_59243,D
TEST_59245,D
TEST_59246,D
TEST_59248,C
TEST_59267,D
TEST_59281,C
TEST_59285,D
